"","name","summary","doi","language","release_date","docs","tutorials","license","stars","source","Category","Citation_Count","apa_citation","author"
"135","OptCirClust","Circular, Periodic, or Framed Data Clustering: Fast, Optimal,
and Reproducible","10.32614/CRAN.package.OptCirClust","R",2021-07-28,"https://cran.r-project.org/web/packages/OptCirClust/index.html","https://cran.r-project.org/web/packages/OptCirClust/vignettes","LGPL (>= 3)",NA,"CRAN","Specialized analysis",0,"OptCirClust. (2021). Circular, Periodic, or Framed Data Clustering: Fast, Optimal,
and Reproducible. R package version 0.0.4. https://doi.org/10.32614/CRAN.package.OptCirClust","Tathagata Debnath [aut] (ORCID:
    <https://orcid.org/0000-0001-6445-275X>),
  Joe Song [aut, cre] (ORCID: <https://orcid.org/0000-0002-6883-6547>)"
"136","OTUtable","North Temperate Lakes - Microbial Observatory 16S Time Series
Data and Functions","10.32614/CRAN.package.OTUtable","R",2018-05-26,"https://cran.r-project.org/web/packages/OTUtable/index.html","https://cran.r-project.org/web/packages/OTUtable/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"OTUtable. (2018). North Temperate Lakes - Microbial Observatory 16S Time Series
Data and Functions. R package version 1.1.2. https://doi.org/10.32614/CRAN.package.OTUtable","Alexandra Linz"
"137","parafac4microbiome","Parallel Factor Analysis Modelling of Longitudinal Microbiome
Data","10.32614/CRAN.package.parafac4microbiome","R",2025-07-31,"https://cran.r-project.org/web/packages/parafac4microbiome/index.html","https://cran.r-project.org/web/packages/parafac4microbiome/vignettes","MIT + file LICENSE",NA,"CRAN","Metagenomics and community analysis",0,"parafac4microbiome. (2025). Parallel Factor Analysis Modelling of Longitudinal Microbiome
Data. R package version 1.3.2. https://doi.org/10.32614/CRAN.package.parafac4microbiome","Geert Roelof van der Ploeg [aut, cre] (ORCID:
    <https://orcid.org/0009-0007-5204-3386>),
  Johan Westerhuis [ctb] (ORCID: <https://orcid.org/0000-0002-6747-9779>),
  Anna Heintz-Buschart [ctb] (ORCID:
    <https://orcid.org/0000-0002-9780-1933>),
  Age Smilde [ctb] (ORCID: <https://orcid.org/0000-0002-3052-4644>),
  University of Amsterdam [cph, fnd]"
"138","PBNPA","Permutation Based Non-Parametric Analysis of CRISPR Screen Data","10.32614/CRAN.package.PBNPA","R",2018-05-15,"https://cran.r-project.org/web/packages/PBNPA/index.html","https://cran.r-project.org/web/packages/PBNPA/vignettes","GPL (>= 2)",NA,"CRAN","Specialized analysis",0,"PBNPA. (2018). Permutation Based Non-Parametric Analysis of CRISPR Screen Data. R package version 0.0.3. https://doi.org/10.32614/CRAN.package.PBNPA","Gaoxiang Jia [aut, cre],
  Guanghua Xiao [aut],
  Xinlei Wang [aut]"
"139","permubiome","A Permutation Based Test for Biomarker Discovery in Microbiome
Data","10.32614/CRAN.package.permubiome","R",2023-10-16,"https://cran.r-project.org/web/packages/permubiome/index.html","https://cran.r-project.org/web/packages/permubiome/vignettes","GPL-3",NA,"CRAN","Metagenomics and community analysis",0,"permubiome. (2023). A Permutation Based Test for Biomarker Discovery in Microbiome
Data. R package version 1.3.2. https://doi.org/10.32614/CRAN.package.permubiome","Alfonso Benitez-Paez"
"140","PhageCocktail","Design of the Best Phage Cocktail","10.32614/CRAN.package.PhageCocktail","R",2022-05-13,"https://cran.r-project.org/web/packages/PhageCocktail/index.html","https://cran.r-project.org/web/packages/PhageCocktail/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"PhageCocktail. (2022). Design of the Best Phage Cocktail. R package version 1.0.3. https://doi.org/10.32614/CRAN.package.PhageCocktail","Maria Victoria Diaz-Galian [aut, cre] (ORCID:
    <https://orcid.org/0000-0003-2543-6081>),
  Miguel A. Vega-Rodriguez [aut] (ORCID:
    <https://orcid.org/0000-0002-3003-758X>),
  Felipe Molina [aut] (ORCID: <https://orcid.org/0000-0002-9167-7097>)"
"141","PHclust","Poisson Hurdle Clustering for Sparse Microbiome Data","10.32614/CRAN.package.PHclust","R",2022-02-08,"https://cran.r-project.org/web/packages/PHclust/index.html","https://cran.r-project.org/web/packages/PHclust/vignettes","GPL-3",NA,"CRAN","Metagenomics and community analysis",0,"PHclust. (2022). Poisson Hurdle Clustering for Sparse Microbiome Data. R package version 0.1.0. https://doi.org/10.32614/CRAN.package.PHclust","Zhili Qiao"
"142","phyloseqGraphTest","Graph-Based Permutation Tests for Microbiome Data","10.32614/CRAN.package.phyloseqGraphTest","R",2024-02-05,"https://cran.r-project.org/web/packages/phyloseqGraphTest/index.html","https://cran.r-project.org/web/packages/phyloseqGraphTest/vignettes","CC0",NA,"CRAN","Metagenomics and community analysis",0,"phyloseqGraphTest. (2024). Graph-Based Permutation Tests for Microbiome Data. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.phyloseqGraphTest","Julia Fukuyama [aut, cre]"
"143","phylotypr","Classifying DNA Sequences to Taxonomic Groupings","10.32614/CRAN.package.phylotypr","R",2025-02-21,"https://cran.r-project.org/web/packages/phylotypr/index.html","https://cran.r-project.org/web/packages/phylotypr/vignettes","GPL-3",NA,"CRAN","Sequence Analysis",0,"phylotypr. (2025). Classifying DNA Sequences to Taxonomic Groupings. R package version 0.1.1. https://doi.org/10.32614/CRAN.package.phylotypr","Pat Schloss [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0002-6935-4275>)"
"144","phylter","Detect and Remove Outliers in Phylogenomics Datasets","10.32614/CRAN.package.phylter","R",2025-07-29,"https://cran.r-project.org/web/packages/phylter/index.html","https://cran.r-project.org/web/packages/phylter/vignettes","GPL (>= 2)",NA,"CRAN","Phylogenetic and evolutionary analysis",0,"phylter. (2025). Detect and Remove Outliers in Phylogenomics Datasets. R package version 0.9.12. https://doi.org/10.32614/CRAN.package.phylter","Damien M. de Vienne [aut] (ORCID:
    <https://orcid.org/0000-0001-9532-5251>),
  Stéphane Dray [aut] (ORCID: <https://orcid.org/0000-0003-0153-1105>),
  Théo Tricou [aut] (ORCID: <https://orcid.org/0000-0002-4432-2680>),
  Aurélie Siberchicot [ctb, cre] (ORCID:
    <https://orcid.org/0000-0002-7638-8318>)"
"145","Platypus","Single-Cell Immune Repertoire and Gene Expression Analysis","10.32614/CRAN.package.Platypus","R",2024-10-18,"https://cran.r-project.org/web/packages/Platypus/index.html","https://cran.r-project.org/web/packages/Platypus/vignettes","GPL-2",NA,"CRAN","Specialized analysis",0,"Platypus. (2024). Single-Cell Immune Repertoire and Gene Expression Analysis. R package version 3.6.0. https://doi.org/10.32614/CRAN.package.Platypus","Alexander Yermanos [aut, cre],
  Andreas Agrafiotis [ctb],
  Victor Kreiner [ctb],
  Tudor-Stefan Cotet [ctb],
  Raphael Kuhn [ctb],
  Danielle Shlesinger [ctb],
  Jiami Han [ctb],
  Vittoria Martinolli D'Arcy [ctb],
  Lucas Stalder [ctb],
  Daphne van Ginneken [ctb]"
"146","plinkFile","'PLINK' (and 'GCTA') File Helpers","10.32614/CRAN.package.plinkFile","R",2023-11-24,"https://cran.r-project.org/web/packages/plinkFile/index.html","https://cran.r-project.org/web/packages/plinkFile/vignettes","GPL (>= 2)",NA,"CRAN","Specialized analysis",0,"plinkFile. (2023). 'PLINK' (and 'GCTA') File Helpers. R package version 0.2.1. https://doi.org/10.32614/CRAN.package.plinkFile","Xiaoran Tong [aut, cre]"
"147","plsgenomics","PLS Analyses for Genomics","10.32614/CRAN.package.plsgenomics","R",2024-03-28,"https://cran.r-project.org/web/packages/plsgenomics/index.html","https://cran.r-project.org/web/packages/plsgenomics/vignettes","GPL (>= 2)",NA,"CRAN","Specialized analysis",0,"plsgenomics. (2024). PLS Analyses for Genomics. R package version 1.5-3. https://doi.org/10.32614/CRAN.package.plsgenomics","Anne-Laure Boulesteix <boulesteix@ibe.med.uni-muenchen.de>,
        Ghislain Durif <gd.dev@libertymail.net>,
        Sophie Lambert-Lacroix 
        <sophie.lambert-lacroix@univ-grenoble-alpes.fr>, Julie Peyre
        <Julie.Peyre@univ-grenoble-alpes.fr>, and Korbinian Strimmer
        <k.strimmer@imperial.ac.uk>."
"148","POMS","Phylogenetic Organization of Metagenomic Signals","10.32614/CRAN.package.POMS","R",2022-12-14,"https://cran.r-project.org/web/packages/POMS/index.html","https://cran.r-project.org/web/packages/POMS/vignettes","GPL-3",NA,"CRAN","Phylogenetic and evolutionary analysis",0,"POMS. (2022). Phylogenetic Organization of Metagenomic Signals. R package version 1.0.1. https://doi.org/10.32614/CRAN.package.POMS","Gavin Douglas [aut, cre]"
"149","poolfstat","Computing f-Statistics and Building Admixture Graphs Based on
Allele Count or Pool-Seq Read Count Data","10.32614/CRAN.package.poolfstat","R",2024-11-23,"https://cran.r-project.org/web/packages/poolfstat/index.html","https://cran.r-project.org/web/packages/poolfstat/vignettes","GPL (>= 2)",NA,"CRAN","Specialized analysis",0,"poolfstat. (2024). Computing f-Statistics and Building Admixture Graphs Based on
Allele Count or Pool-Seq Read Count Data. R package version 3.0.0. https://doi.org/10.32614/CRAN.package.poolfstat","Mathieu Gautier [aut, cre]"
"150","POSTm","Phylogeny-Guided OTU-Specific Association Test for Microbiome
Data","10.32614/CRAN.package.POSTm","R",2024-04-17,"https://cran.r-project.org/web/packages/POSTm/index.html","https://cran.r-project.org/web/packages/POSTm/vignettes","GPL-2",NA,"CRAN","Phylogenetic and evolutionary analysis",0,"POSTm. (2024). Phylogeny-Guided OTU-Specific Association Test for Microbiome
Data. R package version 1.4. https://doi.org/10.32614/CRAN.package.POSTm","Caizhi Huang [aut],
  Jung-Ying Tzeng [aut],
  Shannon T. Holloway [aut, cre]"
"151","PROSPER","Simulation of Weed Population Dynamics","10.32614/CRAN.package.PROSPER","R",2020-06-27,"https://cran.r-project.org/web/packages/PROSPER/index.html","https://cran.r-project.org/web/packages/PROSPER/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"PROSPER. (2020). Simulation of Weed Population Dynamics. R package version 0.3.3. https://doi.org/10.32614/CRAN.package.PROSPER","Christoph v. Redwitz [aut, cre],
  Friederike de Mol [aut]"
"152","protViz","Visualizing and Analyzing Mass Spectrometry Related Data in
Proteomics","10.32614/CRAN.package.protViz","R",2023-12-12,"https://cran.r-project.org/web/packages/protViz/index.html","https://cran.r-project.org/web/packages/protViz/vignettes","GPL-3",NA,"CRAN","Visualization Tools",1,"protViz. (2023). Visualizing and Analyzing Mass Spectrometry Related Data in
Proteomics. R package version 0.7.9. https://doi.org/10.32614/CRAN.package.protViz","Christian Panse [aut, cre] (ORCID:
    <https://orcid.org/0000-0003-1975-3064>),
  Jonas Grossmann [aut] (ORCID: <https://orcid.org/0000-0002-6899-9020>),
  Simon Barkow-Oesterreicher [ctb]"
"153","pvaluefunctions","Creates and Plots P-Value Functions, S-Value Functions,
Confidence Distributions and Confidence Densities","10.32614/CRAN.package.pvaluefunctions","R",2021-12-01,"https://cran.r-project.org/web/packages/pvaluefunctions/index.html","https://cran.r-project.org/web/packages/pvaluefunctions/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"pvaluefunctions. (2021). Creates and Plots P-Value Functions, S-Value Functions,
Confidence Distributions and Confidence Densities. R package version 1.6.2. https://doi.org/10.32614/CRAN.package.pvaluefunctions","Denis Infanger [aut, cre] (ORCID:
    <https://orcid.org/0000-0001-9028-7110>)"
"154","QTLEMM","QTL EM Algorithm Mapping and Hotspots Detection","10.32614/CRAN.package.QTLEMM","R",2025-03-11,"https://cran.r-project.org/web/packages/QTLEMM/index.html","https://cran.r-project.org/web/packages/QTLEMM/vignettes","GPL-2",NA,"CRAN","Specialized analysis",0,"QTLEMM. (2025). QTL EM Algorithm Mapping and Hotspots Detection. R package version 3.0.1. https://doi.org/10.32614/CRAN.package.QTLEMM","Ping-Yuan Chung [cre],
  Chen-Hung Kao [aut],
  Y.-T. Guo [aut],
  H.-N. Ho [aut],
  H.-I. Lee [aut],
  P.-Y. Wu [aut],
  M.-H. Yang [aut],
  M.-H. Zeng [aut]"
"155","quadtree","Region Quadtrees for Spatial Data","10.32614/CRAN.package.quadtree","R",2023-08-29,"https://cran.r-project.org/web/packages/quadtree/index.html","https://cran.r-project.org/web/packages/quadtree/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"quadtree. (2023). Region Quadtrees for Spatial Data. R package version 0.1.14. https://doi.org/10.32614/CRAN.package.quadtree","Derek Friend [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0002-6909-8769>),
  Andrew Brown [ctb],
  Randolph Voorhies [cph] (Author of included 'cereal' library),
  Shane Grant [cph] (Author of included 'cereal' library),
  Juan Pedro Bolivar Puente [cph] (Author of included 'cereal' library)"
"156","ReporterScore","Generalized Reporter Score-Based Enrichment Analysis for Omics
Data","10.32614/CRAN.package.ReporterScore","R",2024-11-28,"https://cran.r-project.org/web/packages/ReporterScore/index.html","https://cran.r-project.org/web/packages/ReporterScore/vignettes","GPL-3",NA,"CRAN","Specialized analysis",0,"ReporterScore. (2024). Generalized Reporter Score-Based Enrichment Analysis for Omics
Data. R package version 0.1.9. https://doi.org/10.32614/CRAN.package.ReporterScore","Chen Peng [aut, cre] (ORCID: <https://orcid.org/0000-0002-9449-7606>)"
"157","resevol","Simulate Agricultural Production and Evolution of Pesticide
Resistance","10.32614/CRAN.package.resevol","R",2025-05-01,"https://cran.r-project.org/web/packages/resevol/index.html","https://cran.r-project.org/web/packages/resevol/vignettes","GPL (>= 2)",NA,"CRAN","Phylogenetic and evolutionary analysis",0,"resevol. (2025). Simulate Agricultural Production and Evolution of Pesticide
Resistance. R package version 0.4.0.2. https://doi.org/10.32614/CRAN.package.resevol","A. Bradley Duthie [aut, cre] (ORCID:
    <https://orcid.org/0000-0001-8343-4995>),
  Rose McKeon [aut, ctr],
  Rosie Mangan [ctr],
  Luc Bussi&eacute;re [ctr],
  Matthew Tinsley [ctr]"
"158","rgm","Advanced Inference with Random Graphical Models","10.32614/CRAN.package.rgm","R",2024-03-21,"https://cran.r-project.org/web/packages/rgm/index.html","https://cran.r-project.org/web/packages/rgm/vignettes","MIT + file LICENSE",NA,"CRAN","Specialized analysis",0,"rgm. (2024). Advanced Inference with Random Graphical Models. R package version 1.0.4. https://doi.org/10.32614/CRAN.package.rgm","Francisco Richter [aut, cre],
  Veronica Vinciotti [ctb],
  Ernst Wit [ctb]"
"159","rsahmi","Single-Cell Analysis of Host-Microbiome Interactions","10.32614/CRAN.package.rsahmi","R",2025-03-24,"https://cran.r-project.org/web/packages/rsahmi/index.html","https://cran.r-project.org/web/packages/rsahmi/vignettes","MIT + file LICENSE",NA,"CRAN","Metagenomics and community analysis",0,"rsahmi. (2025). Single-Cell Analysis of Host-Microbiome Interactions. R package version 0.0.2. https://doi.org/10.32614/CRAN.package.rsahmi","Yun Peng [aut, cre] (ORCID: <https://orcid.org/0000-0003-2801-3332>)"
"160","samc","Spatial Absorbing Markov Chains","10.32614/CRAN.package.samc","R",2024-10-30,"https://cran.r-project.org/web/packages/samc/index.html","https://cran.r-project.org/web/packages/samc/vignettes","AGPL (>= 3)",NA,"CRAN","Specialized analysis",0,"samc. (2024). Spatial Absorbing Markov Chains. R package version 4.0.0. https://doi.org/10.32614/CRAN.package.samc","Andrew Marx [aut, cre, cph] (ORCID:
    <https://orcid.org/0000-0002-7456-1631>),
  Robert Fletcher [ctb] (ORCID: <https://orcid.org/0000-0003-1717-5707>),
  Miguel Acevedo [ctb] (ORCID: <https://orcid.org/0000-0002-8289-1497>),
  Jorge Sefair [ctb] (ORCID: <https://orcid.org/0000-0002-5887-8938>),
  Chao Wang [ctb] (ORCID: <https://orcid.org/0000-0003-2706-5122>),
  Hughes Josie [ctb] (ORCID: <https://orcid.org/0000-0001-7875-9015>),
  Barrett Griffin [ctb]"
"161","scBio","Single Cell Genomics for Enhancing Cell Composition Inference
from Bulk Genomics Data","10.32614/CRAN.package.scBio","R",2020-05-20,"https://cran.r-project.org/web/packages/scBio/index.html","https://cran.r-project.org/web/packages/scBio/vignettes","GPL-2",NA,"CRAN","Specialized analysis",0,"scBio. (2020). Single Cell Genomics for Enhancing Cell Composition Inference
from Bulk Genomics Data. R package version 0.1.6. https://doi.org/10.32614/CRAN.package.scBio","Amit Frishberg [aut, cre], Naama Peshes-Yaloz [aut], Irit Gat-Viks [aut]"
"162","schtools","Schloss Lab Tools for Reproducible Microbiome Research","10.32614/CRAN.package.schtools","R",2023-08-21,"https://cran.r-project.org/web/packages/schtools/index.html","https://cran.r-project.org/web/packages/schtools/vignettes","MIT + file LICENSE",NA,"CRAN","Metagenomics and community analysis",0,"schtools. (2023). Schloss Lab Tools for Reproducible Microbiome Research. R package version 0.4.1. https://doi.org/10.32614/CRAN.package.schtools","Kelly Sovacool [aut, cre] (ORCID:
    <https://orcid.org/0000-0003-3283-829X>),
  Nicholas Lesniak [aut] (ORCID: <https://orcid.org/0000-0001-9359-5194>),
  Sarah Lucas [aut] (ORCID: <https://orcid.org/0000-0003-1676-5801>),
  Courtney Armour [aut] (ORCID: <https://orcid.org/0000-0002-5250-1224>),
  Patrick Schloss [aut],
  Jacqueline Moltzau [ctb] (ORCID:
    <https://orcid.org/0000-0003-1398-5980>),
  Andrew Hannah [ctb],
  Nielson Baxter [ctb],
  Alyxandria Schubert [ctb],
  Kathryn Iverson [ctb]"
"163","scimo","Extra Recipes Steps for Dealing with Omics Data","10.32614/CRAN.package.scimo","R",2025-07-24,"https://cran.r-project.org/web/packages/scimo/index.html","https://cran.r-project.org/web/packages/scimo/vignettes","GPL (>= 3)",NA,"CRAN","Specialized analysis",0,"scimo. (2025). Extra Recipes Steps for Dealing with Omics Data. R package version 0.0.3. https://doi.org/10.32614/CRAN.package.scimo","Antoine BICHAT [aut, cre] (ORCID:
    <https://orcid.org/0000-0001-6599-7081>),
  Julie AUBERT [ctb] (ORCID: <https://orcid.org/0000-0001-5203-5748>)"
"164","scMappR","Single Cell Mapper","10.32614/CRAN.package.scMappR","R",2025-06-25,"https://cran.r-project.org/web/packages/scMappR/index.html","https://cran.r-project.org/web/packages/scMappR/vignettes","GPL-3",NA,"CRAN","Specialized analysis",2,"scMappR. (2025). Single Cell Mapper. R package version 1.0.12. https://doi.org/10.32614/CRAN.package.scMappR","Dustin Sokolowski [aut, cre],
  Mariela Faykoo-Martinez [aut],
  Lauren Erdman [aut],
  Houyun Hou [aut],
  Cadia Chan [aut],
  Helen Zhu [aut],
  Melissa Holmes [aut],
  Anna Goldenberg [aut],
  Michael Wilson [aut]"
