name,author,summary,doi,citation,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count,readme_has_tags
viGEN,ICBI,viGEN - A bioinformatics pipeline for the exploration of viral RNA in human NGS data,NA,NA,NA,Shell,2016-09-20T15:48:44Z,https://github.com/ICBI/viGEN,NA,NA,28,GitHub,Specialized analysis,NA,TRUE
PathogenTrack,ncrna,A pipeline to identify pathogenic microorganisms from scRNA-seq raw data.,NA,NA,NA,Python,2020-09-01T08:56:14Z,https://github.com/ncrna/PathogenTrack,NA,NA,28,GitHub,Specialized analysis,NA,TRUE
rMAP,GunzIvan28,"Bacterial analysis toolbox for full ESKAPE pathogen characterization and profiling the resistome, mobilome, virulome & phylogenomics using WGS",NA,NA,NA,Shell,2020-08-20T15:35:29Z,https://github.com/GunzIvan28/rMAP,NA,NA,24,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
sixess,tseemann,🔬🐛 Rapid 16s rRNA identification from isolate FASTQ files,NA,NA,NA,Shell,2017-01-26T02:34:42Z,https://github.com/tseemann/sixess,NA,NA,24,GitHub,Specialized analysis,NA,TRUE
tadrep,oschwengers,Targeted Detection and Reconstruction of Plasmids,NA,NA,NA,Python,2022-05-18T10:42:55Z,https://github.com/oschwengers/tadrep,NA,NA,21,GitHub,Specialized analysis,NA,TRUE
bacant,xthua,"This program is designed for annotation of antimicrobal resistance(AMR), transposon(Tn) and integron(In) in bacteria.",NA,NA,NA,F*,2020-10-21T07:55:00Z,https://github.com/xthua/bacant,NA,NA,21,GitHub,Specialized analysis,NA,TRUE
NanoVarBench,mbhall88,Evaluating Nanopore-based bacterial variant calling,NA,NA,NA,Python,2023-12-19T01:41:31Z,https://github.com/mbhall88/NanoVarBench,NA,NA,19,GitHub,Specialized analysis,NA,TRUE
mikrokondo,phac-nml,A simple pipeline for bacterial assembly and quality control,NA,NA,NA,Nextflow,2023-10-12T14:56:13Z,https://github.com/phac-nml/mikrokondo,NA,NA,17,GitHub,Specialized analysis,NA,TRUE
Amira,Danderson123,A tool to detect acquired AMR genes directly from long read sequencing data.,NA,NA,NA,Python,2022-12-01T13:40:28Z,https://github.com/Danderson123/Amira,NA,NA,17,GitHub,Specialized analysis,NA,TRUE
DEMENTpy,DEMENT-Model,A spatially explicit trait- and individual-based microbial systems modelling framework,NA,NA,NA,Python,2019-10-25T04:03:13Z,https://github.com/DEMENT-Model/DEMENTpy,NA,NA,14,GitHub,Specialized analysis,NA,TRUE
DDotCounter,microbialman,Simple counting of bacterial colonies from pictures of plates.,NA,NA,NA,Processing,2019-05-17T15:51:34Z,https://github.com/microbialman/DDotCounter,NA,NA,13,GitHub,Specialized analysis,NA,TRUE
bactaxR,lmc297,Bacterial taxonomy construction and evaluation in R,NA,NA,NA,R,2019-10-03T15:20:36Z,https://github.com/lmc297/bactaxR,NA,NA,13,GitHub,Specialized analysis,NA,TRUE
biotracker,vimarconi,Particle detection and tracking  -  A microswimmer tracker with automatic quantification of change  of directions. More info and services: veronica.marconi@unc.edu.ar ,NA,NA,NA,Python,2021-02-02T17:42:50Z,https://github.com/vimarconi/biotracker,NA,NA,12,GitHub,Specialized analysis,NA,TRUE
bacteria-detection,biodatlab,Deep Learning-Based Object Detection and Bacteria Morphological Feature Extraction for Antimicrobial Resistance Applications,NA,NA,NA,Python,2022-10-27T06:21:43Z,https://github.com/biodatlab/bacteria-detection,NA,NA,12,GitHub,Specialized analysis,NA,TRUE
BacDiveR,TIBHannover,Inofficial R client for the DSMZ's Bacterial Diversity Metadatabase (former contact: @katrinleinweber). https://api.bacdive.dsmz.de/client_examples seems to be the official alternatives.,NA,NA,NA,R,2017-12-14T13:26:13Z,https://github.com/TIBHannover/BacDiveR,NA,NA,12,GitHub,Specialized analysis,NA,TRUE
panspace,pg-space,"Embedding-based indexing for compact storage, rapid querying, and curation of bacterial pan-genomes",NA,NA,NA,Jupyter Notebook,2022-10-24T18:10:18Z,https://github.com/pg-space/panspace,NA,NA,11,GitHub,Specialized analysis,NA,TRUE
BactSeq,adamd3,A nextflow pipeline for performing bacterial RNA-Seq data analysis.,NA,NA,NA,Nextflow,2022-01-19T07:55:27Z,https://github.com/adamd3/BactSeq,NA,NA,10,GitHub,Specialized analysis,NA,TRUE
multi-bacpipe,apredeus,A convenient pipeline for processing of multi-strain bacterial RNA-Seq experiments,NA,NA,NA,Perl,2018-02-20T17:36:43Z,https://github.com/apredeus/multi-bacpipe,NA,NA,10,GitHub,Specialized analysis,NA,TRUE
YSMR,schwanbeck,Bacterial video tracking & analysis,NA,NA,NA,Python,2019-05-29T06:56:15Z,https://github.com/schwanbeck/YSMR,NA,NA,9,GitHub,Specialized analysis,NA,TRUE
CTCB,iman2693,This is the repository for the CTCB project,NA,NA,NA,Jupyter Notebook,2024-01-16T23:54:05Z,https://github.com/iman2693/CTCB,NA,NA,9,GitHub,Specialized analysis,NA,TRUE
decontaminer,amarinderthind,"DecontaMiner is a tool designed and developed to investigate the presence of contaminating sequences in unmapped NGS data. It can suggest the presence of contaminating organisms in sequenced samples, that might derive either from laboratory contamination or from their biological source, and in both cases can be considered as worthy of further investigation and experimental validation. The novelty of DecontaMiner is mainly represented by its easy integration with the standard procedures of NGS data analysis, while providing a complete, reliable, and automatic pipeline.   https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-019-2684-x",NA,NA,NA,Perl,2020-04-09T05:53:24Z,https://github.com/amarinderthind/decontaminer,NA,NA,9,GitHub,Sequence Analysis,NA,TRUE
assembleBAC-ONT,avantonder,avantonder/assembleBAC-ONT is a bioinformatics pipeline that de novo assembles and annotates Oxford Nanopore (ONT) long-read sequence data.,NA,NA,NA,Nextflow,2023-08-21T14:53:51Z,https://github.com/avantonder/assembleBAC-ONT,NA,NA,8,GitHub,Sequence Analysis,NA,TRUE
BEAST,fanglab,Bacterial Epigenomics Analysis SuiTe,NA,NA,NA,R,2019-10-10T12:36:57Z,https://github.com/fanglab/BEAST,NA,NA,8,GitHub,Specialized analysis,NA,TRUE
Artificial-Chemotaxis-in-Dynamic-Environments,JakobStenseke,Artificial agents developing chemotaxis using probabilistic spiking perceptrons,NA,NA,NA,C#,2019-01-16T17:29:16Z,https://github.com/JakobStenseke/Artificial-Chemotaxis-in-Dynamic-Environments,NA,NA,7,GitHub,Specialized analysis,NA,TRUE
baargin,jhayer,Bacterial Assembly and Antimicrobial Resistance Genes In NextFlow,NA,NA,NA,Nextflow,2022-04-11T12:04:49Z,https://github.com/jhayer/baargin,NA,NA,7,GitHub,Specialized analysis,NA,TRUE
ConSpeciFix,Bobay-Ochman,A process to better define speciation,NA,NA,NA,Python,2017-04-05T20:37:14Z,https://github.com/Bobay-Ochman/ConSpeciFix,NA,NA,7,GitHub,Specialized analysis,NA,TRUE
cells-diffusion,owen24819,Diffusion model for synthetic microscopy data generation,NA,NA,NA,Python,2025-01-29T17:39:58Z,https://github.com/owen24819/cells-diffusion,NA,NA,6,GitHub,Specialized analysis,NA,TRUE
snpkit,alipirani88,Modular workflow for Microbial Variant Calling and SNP diagnostics. ,NA,NA,NA,Python,2017-11-28T19:21:52Z,https://github.com/alipirani88/snpkit,NA,NA,6,GitHub,Specialized analysis,NA,TRUE
Bacteria-Neural-Network,Unlimited-Research-Cooperative,"Neural Net Bacteria - Creating bacterial colonies that will learn to play Pong, Go, DOOM, and encode/decode signals",NA,NA,NA,NA,2023-07-27T15:40:39Z,https://github.com/Unlimited-Research-Cooperative/Bacteria-Neural-Network,NA,NA,6,GitHub,Specialized analysis,NA,TRUE
DOC-microbe-boxmodel,andreamentges,"This is the computer code corresponding to ""Microbial physiology governs the oceanic distribution of dissolved organic carbon in a scenario of equal degradability""",NA,NA,NA,MATLAB,2020-06-16T10:33:53Z,https://github.com/andreamentges/DOC-microbe-boxmodel,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
Antigen,Zabuzard,"Strategy game with cells, bacteria and viruses as units.",NA,NA,NA,C#,2016-02-23T02:32:20Z,https://github.com/Zabuzard/Antigen,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
memod-s,AlessiaMarotta,A standardised workflow to explore and analyse prokaryotic methylation patterns for Nanopore sequencing data,NA,NA,NA,Python,2024-12-17T08:24:32Z,https://github.com/AlessiaMarotta/memod-s,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
Leaf-Blight-Detection,8nkit,To detect bacterial trio in leaf using tensorflowlite implemented in Android,NA,NA,NA,Kotlin,2020-01-29T14:51:38Z,https://github.com/8nkit/Leaf-Blight-Detection,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
bart,tomdstanton,bacterial read typer :dna: :skateboard: :microbe:,NA,NA,NA,Python,2021-02-04T20:28:33Z,https://github.com/tomdstanton/bart,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
phylogenetic-compression-supplement,karel-brinda,"Supplementary repository for ""Efficient and robust search of microbial genomes via Phylogenetic Compression""",NA,NA,NA,Python,2020-10-23T17:42:27Z,https://github.com/karel-brinda/phylogenetic-compression-supplement,NA,NA,4,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
DeePaC,JakubBartoszewicz,Predicting pathogenic potentials of short DNA reads with reverse-complement deep neural networks.,NA,NA,NA,Jupyter Notebook,2019-07-30T15:23:09Z,https://github.com/JakubBartoszewicz/DeePaC,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
simurg,iferres,Simulate pangenomes according to the IMG + Neutral models,NA,NA,NA,R,2018-10-05T13:41:22Z,https://github.com/iferres/simurg,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
BacNerNorm,lixusheng1,a model for bacterial named entity recognition and normzation,NA,NA,NA,Python,2019-11-14T10:32:11Z,https://github.com/lixusheng1/BacNerNorm,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
Human-Brain-Organoid-Bacterial-Neural-Link,Unlimited-Research-Cooperative,"Bacterial colonies attaching themselves to human brain organoids, as a neural link to a silicon computer",NA,NA,NA,NA,2023-07-27T16:13:15Z,https://github.com/Unlimited-Research-Cooperative/Human-Brain-Organoid-Bacterial-Neural-Link,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
Bactos.jl,mastrof,"Agent-based modeling framework for bacterial behavior, based on Agents.jl",NA,NA,NA,Julia,2022-09-15T13:45:08Z,https://github.com/mastrof/Bactos.jl,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
microbiome-drought-legacy,bioatmosphere,A theorectical investigation into mechanisms of drought legacy formation and influencing factors in soil microbiomes using DEMENTpy.,NA,NA,NA,Jupyter Notebook,2020-02-26T00:20:18Z,https://github.com/bioatmosphere/microbiome-drought-legacy,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
Bacteria-simulation,AlexK-1,"Simulation of bacteria with food, predators, herbivores, GUI",NA,NA,NA,JavaScript,2024-03-19T10:36:11Z,https://github.com/AlexK-1/Bacteria-simulation,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
mimics,tracykuper,Multi-scale model of Metabolism In Cellular Systems,NA,NA,NA,Java,2023-12-18T18:41:56Z,https://github.com/tracykuper/mimics,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
CIMS-Cyanobacterial-ITS-motif-slicer,nlabrad,A tool to identify and extract the commonly used ITS folding motifs from a 16s-23s rRNA sequence.,NA,NA,NA,Python,2022-05-11T18:58:10Z,https://github.com/nlabrad/CIMS-Cyanobacterial-ITS-motif-slicer,NA,NA,3,GitHub,Sequence Analysis,NA,TRUE
rapidcell,nvladimus,Multiscale modeling of E.coli chemotaxis,NA,NA,NA,Jupyter Notebook,2018-09-19T18:37:32Z,https://github.com/nvladimus/rapidcell,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
ecosim,sandain,Ecotype Simulation: Models the sequence diversity within a bacterial clade. ,NA,NA,NA,Java,2015-01-13T20:40:21Z,https://github.com/sandain/ecosim,NA,NA,3,GitHub,Sequence Analysis,NA,TRUE
OantigenMiner,aglabx,Wonderful O-antigens Operons Finder,NA,NA,NA,Jupyter Notebook,2023-06-19T12:04:48Z,https://github.com/aglabx/OantigenMiner,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
nanopore_pipelines,baynec2,Nanopore sequencing experimental protocols and computational pipelines,NA,NA,NA,Shell,2023-02-10T00:48:44Z,https://github.com/baynec2/nanopore_pipelines,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
combact,romagnolid,Pipeline to highlight genomic mutations in bacterial genomes,NA,NA,NA,Python,2015-10-26T10:27:18Z,https://github.com/romagnolid/combact,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
exotic-dna-ngs,snewhouse,WIP & POC: Count Viral and other non-human genome signatures in Human NGS data,NA,NA,NA,Shell,2017-07-06T08:27:17Z,https://github.com/snewhouse/exotic-dna-ngs,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
data-pipeline-microbiom-duckdb,ShawnKyzer,"A high-performance data pipeline built with Python and DuckDB for processing and analyzing Human Microbiome Project (HMP) bacterial genome data. Features include automated GenBank file processing, Prefect workflow orchestration, an interactive Streamlit dashboard for data exploration, and comprehensive test coverage. Perfect for bio researchers.",NA,NA,NA,Python,2024-10-24T04:55:24Z,https://github.com/ShawnKyzer/data-pipeline-microbiom-duckdb,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
castanet,tgolubch,Data processing scripts for analysis of targeted metagenomics sequencing data. Intended for use with multiplexed Illumina short-read data generated after enrichment.,NA,NA,NA,Python,2019-07-31T13:36:39Z,https://github.com/tgolubch/castanet,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
Hannigan_ConjunctisViribus_ploscompbio_2018,SchlossLab,Using graph database techniques to understand the infectious relationships between bacteria and phages.,NA,NA,NA,PostScript,2016-01-24T19:09:03Z,https://github.com/SchlossLab/Hannigan_ConjunctisViribus_ploscompbio_2018,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
gwModBac,emanuelhuber,Groundwater flow and microbes transport modelling with R and Modflow / Modpath,NA,NA,NA,R,2017-03-07T13:21:35Z,https://github.com/emanuelhuber/gwModBac,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
FlexCore,moorembioinfo,"Extract flexible bacterial core genome alignments and compute SNP distances. Additionally, perform rarefaction-sampling analysis of alignments",NA,NA,NA,Python,2022-06-22T12:40:02Z,https://github.com/moorembioinfo/FlexCore,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
manuscripts,onco-p53,Code and data for my scientific publications,NA,NA,NA,R,2022-01-26T22:45:07Z,https://github.com/onco-p53/manuscripts,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
Microbiome-Analysis-Using-Clusters,johannabosch,"This is a 16S amplicon analysis for visualizing microbiome data using QIIME, QIIME2R and Phyloseq. DNA was isolated fom both sediment cores and seabird fecal samples for this analysis.",NA,NA,NA,CSS,2023-10-20T12:35:31Z,https://github.com/johannabosch/Microbiome-Analysis-Using-Clusters,NA,NA,2,GitHub,Visualization Tools,NA,TRUE
BacteriaMSLF,dipcarbon,NA,NA,NA,NA,Python,2017-05-31T06:28:08Z,https://github.com/dipcarbon/BacteriaMSLF,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
Biological-Documentation,TheOpenBacteriaProject,"This repository contains all documentation about theoric biological issues such as culture methods and techniques, justification, ecology and current functions of chosen microorganisms",NA,NA,NA,NA,2017-12-14T19:42:28Z,https://github.com/TheOpenBacteriaProject/Biological-Documentation,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
bacteria-phage-montecarlo,xlxs4,"A toy MC model studying bacteria-phage coevolution dynamics. Code is meant to be readable instead of performant, or, well, good. Good for beginners in ABM",NA,NA,NA,Python,2022-07-05T19:37:07Z,https://github.com/xlxs4/bacteria-phage-montecarlo,NA,NA,2,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
Puerto-Nuevo_Coastal-Microbial-Ecology_16S-18S-Workflow_UlHasan-etal,sabahzero,"This is a microbial amplicon sequence (16S and 18S iTag) data and analyses pipeline corresponding to the manuscript, ""Community ecology across bacteria, archaea and microbial eukaryotes in the sediment and seawater of coastal Puerto Nuevo, Baja California"" for public benefit and usage.",NA,NA,NA,NA,2018-05-15T21:35:10Z,https://github.com/sabahzero/Puerto-Nuevo_Coastal-Microbial-Ecology_16S-18S-Workflow_UlHasan-etal,NA,NA,2,GitHub,Sequence Analysis,NA,TRUE
orgtools,EngqvistLab,"A library to get information on organisms and UniProt identifiers. This includes growth temperature, growth ph, pfam domains, taxonomic lineage.",NA,NA,NA,Python,2018-11-14T08:45:16Z,https://github.com/EngqvistLab/orgtools,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
Virtual-Gram-staining-of-bacteria-using-CGANs,Cagatayisil,NA,NA,NA,NA,Python,2024-11-26T06:53:52Z,https://github.com/Cagatayisil/Virtual-Gram-staining-of-bacteria-using-CGANs,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
bacterial_proteomes,emptyport,Scripts to investigate relationships between proteins between species of bacteria,NA,NA,NA,Python,2017-09-06T20:01:43Z,https://github.com/emptyport/bacterial_proteomes,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
MegaVir,balazshorvathreal,MegaVir is a bioinformatic pipeline for virome characterization and genome assembly.,NA,NA,NA,R,2023-10-13T07:51:39Z,https://github.com/balazshorvathreal/MegaVir,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
bacterialGenomics,k8hertweck,example genomics workflow for student training,NA,NA,NA,Shell,2017-11-03T01:06:20Z,https://github.com/k8hertweck/bacterialGenomics,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
