name,summary,doi,author,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count
Bacteria_Dashboard,NA,NA,iiiGraham,NA,JavaScript,2021-05-30T18:22:18Z,https://github.com/iiiGraham/Bacteria_Dashboard,NA,NA,0,GitHub,Specialized analysis,NA
bacteria_simulation,NA,NA,jakeinater,NA,Java,2021-05-12T01:32:39Z,https://github.com/jakeinater/bacteria_simulation,NA,NA,0,GitHub,Specialized analysis,NA
bacteria-ID,Reto Identificación rápida de bacterias patógenas mediante espectroscopia Raman y aprendizaje profundo,NA,sortegamart,NA,Jupyter Notebook,2021-05-03T06:42:41Z,https://github.com/sortegamart/bacteria-ID,NA,NA,0,GitHub,Specialized analysis,NA
JD_Bacterial,A project from the course COMP 182. Use an RDMST algorithm to build the transmission map for a bacterial infection,NA,Jacario777,NA,Python,2021-05-20T16:53:52Z,https://github.com/Jacario777/JD_Bacterial,NA,NA,0,GitHub,Specialized analysis,NA
IBM_project,Interactions of bacteria and mycorrhiza,NA,camoranesi,NA,R,2021-05-28T08:02:55Z,https://github.com/camoranesi/IBM_project,NA,NA,0,GitHub,Specialized analysis,NA
DE,Bacteria in double emulsion project,NA,ZLoverty,NA,Jupyter Notebook,2021-05-18T07:36:10Z,https://github.com/ZLoverty/DE,NA,NA,0,GitHub,Specialized analysis,NA
Bacterial-dynamics-codes,NA,NA,sabrinhi,NA,MATLAB,2021-05-04T14:47:59Z,https://github.com/sabrinhi/Bacterial-dynamics-codes,NA,NA,0,GitHub,Specialized analysis,NA
Plotly_Bacterial_Beef,NA,NA,a-memme,NA,JavaScript,2021-05-17T00:38:49Z,https://github.com/a-memme/Plotly_Bacterial_Beef,NA,NA,0,GitHub,Specialized analysis,NA
sc-bacterial-analysis,Tools and scripts for analyzing single-cell bacteria data,NA,dylan-lawrence,NA,Python,2021-05-12T20:09:44Z,https://github.com/dylan-lawrence/sc-bacterial-analysis,NA,NA,0,GitHub,Specialized analysis,NA
KillTheBacteria,NA,NA,ShreshthMudgal,NA,JavaScript,2021-05-15T07:54:10Z,https://github.com/ShreshthMudgal/KillTheBacteria,NA,NA,0,GitHub,Specialized analysis,NA
Resnet-bacteria-classify,NA,NA,Alexiuszhou,NA,NA,2021-05-01T05:48:28Z,https://github.com/Alexiuszhou/Resnet-bacteria-classify,NA,NA,0,GitHub,Specialized analysis,NA
TaLiSSman,bacteria segmentation of tranmitted-light stack,NA,jeanollion,NA,Python,2021-05-14T10:24:28Z,https://github.com/jeanollion/TaLiSSman,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria-to-Beef,NA,NA,EricWilliams64,NA,JavaScript,2021-05-27T14:16:25Z,https://github.com/EricWilliams64/Bacteria-to-Beef,NA,NA,0,GitHub,Specialized analysis,NA
CRISPRCasHostBacteria,NA,NA,AstaLaugesen,NA,R,2021-05-28T15:02:57Z,https://github.com/AstaLaugesen/CRISPRCasHostBacteria,NA,NA,0,GitHub,Specialized analysis,NA
bacteria-growth-testing,NA,NA,hackthur,NA,Python,2021-05-10T17:56:52Z,https://github.com/hackthur/bacteria-growth-testing,NA,NA,0,GitHub,Specialized analysis,NA
bacteria.github.io,Module 12: Identifying bacterial species in belly buttons,NA,CDoherty15,NA,NA,2021-05-22T03:58:22Z,https://github.com/CDoherty15/bacteria.github.io,NA,NA,0,GitHub,Specialized analysis,NA
Beaf_to_Bacteria,NA,NA,tuckerfischer,NA,JavaScript,2021-05-17T13:06:21Z,https://github.com/tuckerfischer/Beaf_to_Bacteria,NA,NA,0,GitHub,Specialized analysis,NA
Fruit-Katana,Beware Don't cut the bacteria,NA,AryanAnish,NA,JavaScript,2021-05-15T15:44:16Z,https://github.com/AryanAnish/Fruit-Katana,NA,NA,0,GitHub,Specialized analysis,NA
from-bacteria-to-beef,NA,NA,salmankhansadozai,NA,HTML,2021-05-10T22:15:56Z,https://github.com/salmankhansadozai/from-bacteria-to-beef,NA,NA,0,GitHub,Specialized analysis,NA
GetFungi-Bacteria_Coverage,NA,NA,AnnaGrBio,NA,Python,2021-05-19T08:20:41Z,https://github.com/AnnaGrBio/GetFungi-Bacteria_Coverage,NA,NA,0,GitHub,Specialized analysis,NA
EPS-synthesis-in-AS-bacteria,NA,NA,SorenHeidelbach,NA,HTML,2021-05-23T17:51:06Z,https://github.com/SorenHeidelbach/EPS-synthesis-in-AS-bacteria,NA,NA,0,GitHub,Specialized analysis,NA
Bacterial-Efflux-Pumps-Bioinformatics-Investigations,University of East London undergrad year 3 bioinformatics project,NA,ShilohAlleyne,NA,Python,2021-05-01T12:07:56Z,https://github.com/ShilohAlleyne/Bacterial-Efflux-Pumps-Bioinformatics-Investigations,NA,NA,0,GitHub,Specialized analysis,NA
Direct_PCR_4_bacterial_community_analysis,"A simple, cost-effective and automation-friendly direct PCR approach for bacterial community analysis",NA,fasong,NA,NA,2021-05-21T17:35:25Z,https://github.com/fasong/Direct_PCR_4_bacterial_community_analysis,NA,NA,0,GitHub,Specialized analysis,NA
Heterotrophic-Bacteria-Dominate-Catalase-Expression-During-Microcystis-Blooms,"This repository holds all analysis code and input files for the manuscript in prep: ""Heterotrophic bacteria dominate catalase expression during Microcystis blooms.""",NA,Geo-omics,NA,HTML,2021-05-04T13:43:38Z,https://github.com/Geo-omics/Heterotrophic-Bacteria-Dominate-Catalase-Expression-During-Microcystis-Blooms,NA,NA,0,GitHub,Specialized analysis,NA
Plotlydiploy,"Bacteria culture analysis, you can view on the link below:",NA,Karenjakins,NA,JavaScript,2021-05-23T19:54:20Z,https://github.com/Karenjakins/Plotlydiploy,NA,NA,0,GitHub,Specialized analysis,NA
univr-ml-ai-2021,Bacteria segmentation using different state-of-the-art neural network,NA,francescotaioli,NA,Python,2021-05-27T13:55:13Z,https://github.com/francescotaioli/univr-ml-ai-2021,NA,NA,0,GitHub,Specialized analysis,NA
Obligate-cross-feeding-expands-the-metabolic-niche-of-bacteria,Dataset and Code,NA,LeonardoOna,NA,Mathematica,2021-05-06T13:07:51Z,https://github.com/LeonardoOna/Obligate-cross-feeding-expands-the-metabolic-niche-of-bacteria,NA,NA,0,GitHub,Specialized analysis,NA
Plotly-BellyButton,Using Plotly and Javascript to make easily shareable plots on bellybutton bacteria,NA,TCJester10,NA,JavaScript,2021-05-29T04:51:22Z,https://github.com/TCJester10/Plotly-BellyButton,NA,NA,0,GitHub,Specialized analysis,NA
anammox-origin,Dated the origin time of anammox bacteria with latest genomical sequences from NCBI,NA,444thLiao,NA,HTML,2021-05-20T01:58:26Z,https://github.com/444thLiao/anammox-origin,NA,NA,0,GitHub,Sequence Analysis,NA
Plotly_Belly_Button_Biodiversity-,A javascript dashboard was created which utilizes a JSON file to visualize bacteria data,NA,ahmed17777,NA,JavaScript,2021-05-16T22:02:42Z,https://github.com/ahmed17777/Plotly_Belly_Button_Biodiversity-,NA,NA,0,GitHub,Visualization Tools,NA
CellLipidGeneration,This repository contains the code I built to simulate a stochastic model of cell lipid production for bacteria. ,NA,NikoIcardo,NA,NA,2021-05-30T20:25:24Z,https://github.com/NikoIcardo/CellLipidGeneration,NA,NA,0,GitHub,Specialized analysis,NA
plotly-analysis,"An interactive dashboard showcasing the analysis made to different bacteria found using Plotly and D3, Javascript as the coding language.",NA,FernandoCL1991,NA,JavaScript,2021-05-21T01:19:31Z,https://github.com/FernandoCL1991/plotly-analysis,NA,NA,0,GitHub,Specialized analysis,NA
Improbable-Beef,This project aims at analyzing data from many volunteers to identify the top 10 bacterial species in their belly buttons. These bacteria will help Improbable-Beef in manufacturing synthetic beef.,NA,mdabbous88,NA,JavaScript,2021-05-23T22:42:11Z,https://github.com/mdabbous88/Improbable-Beef,NA,NA,0,GitHub,Specialized analysis,NA
Cell-and-Spore-Detection,"The code was developed to aid a project aiming to sanitize PPE kits with ozone. The neural network detects spores and cells of the Geobacillus Stearothermophilus bacteria under standard microscopic conditions, which is considered to be a benchmark in sanitation studies. The spores of the bacteria are spherical in shape and the cells are cylindrical. The model used to train the data-set was 'You Only Look Once-YOLO'. For further queries",NA,nitesh-ratnani,NA,Jupyter Notebook,2021-05-01T11:48:21Z,https://github.com/nitesh-ratnani/Cell-and-Spore-Detection,NA,NA,0,GitHub,Specialized analysis,NA
harmfull_plasmids,"This is a repository for the python scripts (structured and unstructered medium) underlying the paper ""Harmful behaviour through plasmid transfer – a successful evolutionary strategy of bacteria harbouring conjugative plasmids"". Note that the parameter/variable notations in the scripts and in the files differ from those in manuscript.",NA,GenMicroLab,NA,Python,2021-05-10T14:37:34Z,https://github.com/GenMicroLab/harmfull_plasmids,NA,NA,0,GitHub,Phylogenetic and evolutionary analysis,NA
Microorganisms-10020338---Diatom-Biogeography-across-Australian-Coastal-Waters,"To explore diatom community structure dynamic and distribution over time (8years) around Australian coastal water (IMOS NRS station) and to identify abiotic (e.i. temperature, nutrients.. etc) and biotic (bacteria) factor that influence them. This was through analysis of 18S and 16S rRNA data available form the Australaian Microbiome Initiative.",NA,NineFR09,NA,NA,2021-05-18T06:47:17Z,https://github.com/NineFR09/Microorganisms-10020338---Diatom-Biogeography-across-Australian-Coastal-Waters,NA,NA,0,GitHub,Metagenomics and community analysis,NA
Memb_2_Cyto,"This program perform automated analysis of fluorescence foci and their location in bacterial cells. The program defines the membrane and cytosol compartments and it measures several attributes of the fluorescence signal within these compartments, such as the ratio of signal between cytosol and membrane and the signal profile along the cell width in bacteria.",NA,sanger-matteo,NA,MATLAB,2021-05-09T15:43:16Z,https://github.com/sanger-matteo/Memb_2_Cyto,NA,NA,0,GitHub,Specialized analysis,NA
Hitachi-Service-Center-in-Kakinada-,"Hitachi Service center in Kakinada is one of the excellent service centers mostly we provide our service for this home appliances 1.microwave oven 2.refrigerator 3.television 4.air conditioner 5.washing machine here we all use the washing to wash our dirty clothes but not only  Hitachi Service Center in Kakinada CALL US: 8688821385, 8688821745   washes our clothes and also it will remove the germs and bacteria from our clothes and we all use it once a day and also it will save our lot of time if you’re having any type of problem in your home appliances so you can contact us on our service charges will just 350/ and we will provide only genuine parts at a reasonable price only. https://hitachiservicecenterinkakinada.co.in/",NA,servicecente321,NA,NA,2021-05-11T06:12:09Z,https://github.com/servicecente321/Hitachi-Service-Center-in-Kakinada-,NA,NA,0,GitHub,Specialized analysis,NA
Whirlpool-Washing-machine-Service-Center-in-Tilak-Nagar-,"Washing machine is the main useful product in everyone's homes. So these issues will be observed in many of the washing machines and you may get worried about your clothes. On the off chance that you have a top loader,  Whirlpool Washing machine Service Center in Tilak Nagar Call us : 8688821393, 8688821387   if this issue is not solving then you just call our service center. Just we should keep the proper amount of water, detergent and clothes then automatically the clothes are going to be washed. So we need not be tensed about the clothes. It washed the clothes neatly and cleanly. It also keeps the clothes fresh; it means killing the Bacteria and removing the dirt. https://whirlpool-servicecenterinmumbai.com/whirlpool-washing-machine-service-center-in-tilak-nagar/",NA,servicecenter012,NA,NA,2021-05-10T06:57:09Z,https://github.com/servicecenter012/Whirlpool-Washing-machine-Service-Center-in-Tilak-Nagar-,NA,NA,0,GitHub,Specialized analysis,NA
Whirlpool-Washing-machine-Service-Center-in-Tilak-Nagar,"Washing machine is the main useful product in everyone's homes. So these issues will be observed in many of the washing machines and you may get worried about your clothes. On the off chance that you have a top loader,  Whirlpool Washing machine Service Center in Tilak Nagar Call us : 8688821393, 8688821387   if this issue is not solving then you just call our service center. Just we should keep the proper amount of water, detergent and clothes then automatically the clothes are going to be washed. So we need not be tensed about the clothes. It washed the clothes neatly and cleanly. It also keeps the clothes fresh; it means killing the Bacteria and removing the dirt. WHIRLPOOL  service center contact number, WHIRLPOOL  service center, WHIRLPOOL  care phone number, WHIRLPOOL  contact center, WHIRLPOOL  repair center, WHIRLPOOL  call center, Nearest WHIRLPOOL  service center, WHIRLPOOL  repair customer care, WHIRLPOOL  help center, WHIRLPOOL  service center near me, WHIRLPOOL  service center https://whirlpool-servicecenterinmumbai.com/whirlpool-washing-machine-service-center-in-tilak-nagar/",NA,servicecente,NA,NA,2021-05-07T10:34:26Z,https://github.com/servicecente/Whirlpool-Washing-machine-Service-Center-in-Tilak-Nagar,NA,NA,0,GitHub,Specialized analysis,NA
BacteriaDetect,A machine vision algorithm implementation of bacterial detection ref. in https://pubs.acs.org/doi/abs/10.1021/acs.nanolett.0c04942,NA,StephenApX,NA,Python,2021-06-10T18:37:51Z,https://github.com/StephenApX/BacteriaDetect,NA,NA,3,GitHub,Specialized analysis,NA
bacterial-heritability,NA,NA,Sudaraka88,NA,R,2021-06-18T07:57:00Z,https://github.com/Sudaraka88/bacterial-heritability,NA,NA,3,GitHub,Specialized analysis,NA
Diagnosis-of-skin-disease-using-machine-vision,"Skin diseases are more common than other diseases. Skin diseases may be caused by fungal infection, bacteria, allergy, or viruses, etc. The advancement of lasers and Photonics based medical technology has made it possible to diagnose the skin diseases much more quickly and accurately. But the cost of such diagnosis is still limited and very expensive. So, image processing techniques help to build automated screening system for dermatology at an initial stage. The extraction of features plays a key role in helping to classify skin diseases. Computer vision has a role in the detection of skin diseases in a variety of techniques. ",NA,Jafar-Abdollahi,NA,Jupyter Notebook,2021-06-03T08:44:49Z,https://github.com/Jafar-Abdollahi/Diagnosis-of-skin-disease-using-machine-vision,NA,NA,2,GitHub,Specialized analysis,NA
Kelp_associated_bacterial_genomes,This repository contains code detailing the assembly and analyses of bacterial genomes from bull kelp (Nereocystis luetkeana) blades,NA,brookeweigel,NA,NA,2021-06-10T03:42:16Z,https://github.com/brookeweigel/Kelp_associated_bacterial_genomes,NA,NA,1,GitHub,Specialized analysis,NA
Bacteria-WGS-assembly,NA,NA,hunglinchen2003,NA,NA,2021-06-29T03:30:03Z,https://github.com/hunglinchen2003/Bacteria-WGS-assembly,NA,NA,1,GitHub,Specialized analysis,NA
Bacterial_Colony_Segmentation_With_Classical_Image_Processing,Bacterial Colony Segmentation With Classical Image Processing Techniques,NA,vahignr,NA,Jupyter Notebook,2021-06-27T21:56:11Z,https://github.com/vahignr/Bacterial_Colony_Segmentation_With_Classical_Image_Processing,NA,NA,1,GitHub,Specialized analysis,NA
Anatomy-Game,Anatomy Game is a 3D human body simulation where the main character is a blod cell who is exploring a human body and fighting the virus and bacterias,NA,hamletSolanoD,NA,ShaderLab,2021-06-29T23:01:43Z,https://github.com/hamletSolanoD/Anatomy-Game,NA,NA,1,GitHub,Specialized analysis,NA
simple-counting-bacteria,NA,NA,aditya37,NA,Python,2021-06-08T15:47:55Z,https://github.com/aditya37/simple-counting-bacteria,NA,NA,0,GitHub,Specialized analysis,NA
HumanGutBacterialSulfurCycle,Code and HMM profiles for bacterial sulfur cycling in the human gut manuscript,NA,escowley,NA,Python,2021-06-08T23:39:50Z,https://github.com/escowley/HumanGutBacterialSulfurCycle,NA,NA,0,GitHub,Specialized analysis,NA
bacteriaPortugal,Selection Screen for Bacteria. Presented at a conference in Portugal virtually due to COVID-19 Restrictions,NA,sachx1,NA,C#,2021-06-01T22:10:43Z,https://github.com/sachx1/bacteriaPortugal,NA,NA,0,GitHub,Specialized analysis,NA
BattleBacteria,"Conways game of life where you place bacteria on the board and the longer they live, the higher the score. Your bacteria fight of enemy antibodies and can collect powerups to become stronger.",NA,watsoncole,NA,C++,2021-06-30T23:04:31Z,https://github.com/watsoncole/BattleBacteria,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria-Framework,NA,NA,wipedlifepotato,NA,C,2021-06-21T16:10:44Z,https://github.com/wipedlifepotato/Bacteria-Framework,NA,NA,0,GitHub,Specialized analysis,NA
bacteria_GRN,NA,NA,Cold7,NA,JavaScript,2021-06-29T18:22:17Z,https://github.com/Cold7/bacteria_GRN,NA,NA,0,GitHub,Specialized analysis,NA
Bacteria_classification,Using ML to classify bacteria ,NA,SonjaKi,NA,NA,2021-06-17T09:31:28Z,https://github.com/SonjaKi/Bacteria_classification,NA,NA,0,GitHub,Specialized analysis,NA
